,,,,,,,,,,,,,,
,,,로그인,인증번호로그인,-,-,[인증번호 로그인] 버튼 클릭,인증번호 입력 화면 노출,,PASS,O,,,test_02_login_logout.py :: test_인증번호_로그인__버튼_클릭
,,,,,,,,앱에서 내정보 > 인증번호에 표시된다는 안내 메시지 노출,,PASS,O,,,test_02_login_logout.py
,,,,,,,,숫자 키패드 노출 및 숫자 1 포커스,,PASS,O,,,test_02_login_logout.py
,,,,,,,모바일 디바이스 인증번호 확인 후 입력,"마지막 번호 입력 시, 키패드 미노출 및 [확인] 자동 포커스",,PASS,O,,,test_02_login_logout.py :: test_모바일_디바이스_인증번호_확인_후_입력
,,,,,,,└ [확인] 버튼 클릭,로그인 완료 토스트 메시지 노출,,PASS,O,,,test_02_login_logout.py :: test_확인__버튼_클릭
,,,,,,,,로그인한 계정 프로필 / 닉네임 / ID 노출,,PASS,O,,,test_02_login_logout.py
,,,,,,,,로그아웃 버튼 노출 및 포커스,,PASS,O,,,test_02_login_logout.py
,,,내 프로필,-,-,-,[로그아웃] 버튼 클릭,로그아웃 컨펌 얼럿 노출,,PASS,O,,,test_02_login_logout.py :: test_로그아웃__버튼_클릭
,,,,,,,└ [확인] 버튼 클릭,로그아웃 완료 토스트 메시지 노출,,PASS,O,,,test_02_login_logout.py :: test_확인__버튼_클릭
,,,,,,,,홈 메뉴 - LIVE 섹션 첫 번째 썸네일 포커스 (첫 화면),,PASS,O,,,test_02_login_logout.py
,,,로그인,ID/PW로로그인,-,-,[ID/PW로 로그인] 버튼 클릭,아이디로 로그인 화면 노출,,PASS,O,,,test_02_login_logout.py :: test_ID_PW로_로그인__버튼_클릭
,,,,,,,,아이디 입력 필드에 포커스,,PASS,O,,,test_02_login_logout.py
,,,,,,,,키패드 노출,,PASS,O,,,test_02_login_logout.py
,,,,,,,아이디 입력 후 키패드 엔터,비밀번호 입력 필드에 포커스,,PASS,O,,,test_02_login_logout.py :: test_아이디_입력_후_키패드_엔터
,,,,,,,올바르지 않은 비밀번호 입력 후 엔터,로그인 버튼 하단에 잘못 입력했다는 안내 메시지 노출,,PASS,O,,,test_02_login_logout.py :: test_올바르지_않은_비밀번호_입력_후_엔터
,,,,,,,올바른 비밀번호 입력 후 엔터,로그인 완료 토스트 메시지 노출,,PASS,O,,,test_02_login_logout.py :: test_올바른_비밀번호_입력_후_엔터
,,,,,,,,로그인한 계정 프로필 / 닉네임 / ID 노출,,PASS,O,,,test_02_login_logout.py
,,,,,,,,로그아웃 버튼 노출 및 포커스,,PASS,O,,,test_02_login_logout.py
,,,,,,2차 비밀번호설정 케이스,올바른 비밀번호 입력 후 엔터,2차 비밀번호 입력 화면 노출,,PASS,O,,,test_02_login_logout.py :: test_올바른_비밀번호_입력_후_엔터
,,,,,,,,2차 비밀번호 입력필드 포커스,,PASS,O,,,test_02_login_logout.py
,,,,,,,올바르지 않은 비밀번호 입력 후 엔터,로그인 버튼 하단에 잘못 입력했다는 안내 메시지 노출,,PASS,O,,,test_02_login_logout.py :: test_올바르지_않은_비밀번호_입력_후_엔터
,,,,,,,올바른 비밀번호 입력 후 엔터,로그인 완료 토스트 메시지 노출,,PASS,O,,,test_02_login_logout.py :: test_올바른_비밀번호_입력_후_엔터
,,,,,,,,로그인한 계정 프로필 / 닉네임 / ID 노출,,PASS,O,,,test_02_login_logout.py
,,,,,,,,로그아웃 버튼 노출 및 포커스,,PASS,O,,,test_02_login_logout.py
,,검색,LNB,검색,-,-,검색 화면 진입 후 포커스 확인,검색 입력 필드 포커스 및 키패드 노출,,PASS,O,,,test_03_search.py :: test_검색_화면_진입_후_포커스_확인
,,,,,,,└ 리모컨 BACK 키 클릭,키패드 닫힘,,PASS,O,,,test_03_search.py :: test_리모컨_BACK_키_클릭
,,,검색,추천 영상,-,-,추천 영상 섹션 확인,추천 영상 VOD 리스트 노출,,PASS,O,,,test_03_search.py :: test_추천_영상_섹션_확인
,,,,,,,임의 VOD 썸네일 클릭,VOD 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_03_search.py :: test_임의_VOD_썸네일_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,VOD 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_03_search.py :: test_리모컨_BACK_키_클릭
,,,,,,,임의 VOD 썸네일 롱프레스,우측에 롱프레스 더보기 메뉴 노출,,PASS,O,,,test_03_search.py :: test_임의_VOD_썸네일_롱프레스
,,,,,,,,썸네일 / 타이틀 / 프로필 노출,,PASS,O,,,test_03_search.py
,,,,,,,,[재생] 버튼 및 [나중에 보기] 버튼 노출,,PASS,O,,,test_03_search.py
,,,,,,,└ [재생] 버튼 클릭,VOD 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_03_search.py :: test_재생__버튼_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,VOD 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_03_search.py :: test_리모컨_BACK_키_클릭
,,,검색,-,-,-,입력 필드에 임의 검색어 입력 후 엔터,검색 기록에 입력했던 검색어 노출,,PASS,O,,,test_03_search.py :: test_입력_필드에_임의_검색어_입력_후_엔터
,,,,,,,,"LIVE 섹션에 LIVE 리스트 노출되며, 첫 번쨰 썸네일 포커스",,PASS,O,,,test_03_search.py
,,,,,,,,VOD 섹션에 VOD 리스트 노출,,PASS,O,,,test_03_search.py
,,,검색,LIVE,섹션,-,임의 LIVE 썸네일 클릭,LIVE 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_03_search.py :: test_임의_LIVE_썸네일_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,LIVE 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_03_search.py :: test_리모컨_BACK_키_클릭
,,,,,,,임의 LIVE 썸네일 롱프레스,우측에 롱프레스 더보기 메뉴 노출,,PASS,O,,,test_03_search.py :: test_임의_LIVE_썸네일_롱프레스
,,,,,,,,썸네일 / 타이틀 / 프로필 노출,,PASS,O,,,test_03_search.py
,,,,,,,,[LIVE 참여] 버튼 및 [나중에 보기] 버튼 노출,,PASS,O,,,test_03_search.py
,,,,,,,└ [LIVE 참여] 버튼 클릭,LIVE 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_03_search.py :: test_LIVE_참여__버튼_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,LIVE 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_03_search.py :: test_리모컨_BACK_키_클릭
,,,검색,LIVE,더보기,-,LIVE 리스트 맨 우측 이동,[LIVE 더보기] 버튼 노출,,PASS,O,,,test_03_search.py :: test_LIVE_리스트_맨_우측_이동
,,,,,,,[LIVE 더보기] 버튼 클릭,LIVE 더보기 리스트 노출,,PASS,O,,,test_03_search.py :: test_LIVE_더보기__버튼_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,이전 화면 노출,,PASS,O,,,test_03_search.py :: test_리모컨_BACK_키_클릭
,,,검색,VOD,섹션,-,임의 VOD 썸네일 클릭,VOD 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_03_search.py :: test_임의_VOD_썸네일_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,VOD 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_03_search.py :: test_리모컨_BACK_키_클릭
,,,,,,,임의 VOD 썸네일 롱프레스,우측에 롱프레스 더보기 메뉴 노출,,PASS,O,,,test_03_search.py :: test_임의_VOD_썸네일_롱프레스
,,,,,,,,썸네일 / 타이틀 / 프로필 노출,,PASS,O,,,test_03_search.py
,,,,,,,,[재생] 버튼 및 [나중에 보기] 버튼 노출,,PASS,O,,,test_03_search.py
,,,,,,,└ [재생] 버튼 클릭,VOD 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_03_search.py :: test_재생__버튼_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,VOD 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_03_search.py :: test_리모컨_BACK_키_클릭
,,,검색,VOD,더보기,-,VOD 리스트 맨 우측 이동,[VOD 더보기] 버튼 노출,,PASS,O,,,test_03_search.py :: test_VOD_리스트_맨_우측_이동
,,,,,,,[VOD 더보기] 버튼 클릭,VOD 더보기 리스트 노출,,PASS,O,,,test_03_search.py :: test_VOD_더보기__버튼_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,이전 화면 노출,,PASS,O,,,test_03_search.py :: test_리모컨_BACK_키_클릭
,,,검색,-,-,-,[검색 기록 삭제] 버튼 클릭,검색 기록 삭제 컨펌 얼럿 노출,,PASS,O,,,test_03_search.py :: test_검색_기록_삭제__버튼_클릭
,,,,,,,└ [확인] 버튼 클릭,"얼럿이 닫히며, 검색 기록 영역 미노출 및 입력필드 포커스",,PASS,O,,,test_03_search.py :: test_확인__버튼_클릭
,,홈,LNB,홈,-,-,홈 메뉴 진입 시 포커스 확인,선호 LIVE 첫 번째 썸네일 포커스,,PASS,O,,,test_04_home_sections.py :: test_홈_메뉴_진입_시_포커스_확인
,,,홈,선호 LIVE,섹션,-,선호 LIVE 섹션 확인,선호 LIVE 방송 리스트 노출,,PASS,O,,,test_04_home_sections.py :: test_선호_LIVE_섹션_확인
,,,,,,,임의 LIVE 썸네일 클릭,LIVE 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_04_home_sections.py :: test_임의_LIVE_썸네일_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,LIVE 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_04_home_sections.py :: test_리모컨_BACK_키_클릭
,,,,,,,임의 LIVE 썸네일 롱프레스,우측에 롱프레스 더보기 메뉴 노출,,PASS,O,,,test_04_home_sections.py :: test_임의_LIVE_썸네일_롱프레스
,,,,,,,,썸네일 / 타이틀 / 프로필 노출,,PASS,O,,,test_04_home_sections.py
,,,,,,,,[LIVE 참여] 버튼 및 [나중에 보기] 버튼 노출,,PASS,O,,,test_04_home_sections.py
,,,,,,,,[추천받지 않기] 버튼 및 [스트리머 숨기기] 버튼 노출,,PASS,O,,,test_04_home_sections.py
,,,,,,,└ [LIVE 참여] 버튼 클릭,LIVE 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_04_home_sections.py :: test_LIVE_참여__버튼_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,LIVE 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_04_home_sections.py :: test_리모컨_BACK_키_클릭
,,,,,,,└ [나중에 보기] 버튼 클릭,나중에 보기 추가 안내 토스트 메시지 노출,,PASS,O,,,test_04_home_sections.py :: test_나중에_보기__버튼_클릭
,,,,,,,└ [추천받지 않기] 버튼 클릭,"썸네일에 안내 사항이 노출되며, [실행취소] 버튼에 포커스",,PASS,O,,,test_04_home_sections.py :: test_추천받지_않기__버튼_클릭
,,,,,,,└ [실행취소] 버튼 클릭,썸네일 정상 노출,,PASS,O,,,test_04_home_sections.py :: test_실행취소__버튼_클릭
,,,,,,,└ [스트리머 숨기기] 버튼 클릭,"썸네일에 안내 사항이 노출되며, [실행취소] 버튼에 포커스",,PASS,O,,,test_04_home_sections.py :: test_스트리머_숨기기__버튼_클릭
,,,,,,,└ [실행취소] 버튼 클릭,썸네일 정상 노출,,PASS,O,,,test_04_home_sections.py :: test_실행취소__버튼_클릭
,,,홈,인기 LIVE,섹션,-,인기 LIVE 섹션 확인,인기 LIVE 방송 리스트 노출,,PASS,O,,,test_04_home_sections.py :: test_인기_LIVE_섹션_확인
,,,,,,,임의 LIVE 썸네일 클릭,LIVE 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_04_home_sections.py :: test_임의_LIVE_썸네일_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,LIVE 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_04_home_sections.py :: test_리모컨_BACK_키_클릭
,,,,,,,임의 LIVE 썸네일 롱프레스,우측에 롱프레스 더보기 메뉴 노출,,PASS,O,,,test_04_home_sections.py :: test_임의_LIVE_썸네일_롱프레스
,,,,,,,,썸네일 / 타이틀 / 프로필 노출,,PASS,O,,,test_04_home_sections.py
,,,,,,,,[LIVE 참여] 버튼 및 [나중에 보기] 버튼 노출,,PASS,O,,,test_04_home_sections.py
,,,,,,,,[스트리머 숨기기] 버튼 노출,,PASS,O,,,test_04_home_sections.py
,,,,,,,└ [LIVE 참여] 버튼 클릭,LIVE 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_04_home_sections.py :: test_LIVE_참여__버튼_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,LIVE 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_04_home_sections.py :: test_리모컨_BACK_키_클릭
,,,,,,,└ [나중에 보기] 버튼 클릭,나중에 보기 추가 안내 토스트 메시지 노출,,PASS,O,,,test_04_home_sections.py :: test_나중에_보기__버튼_클릭
,,,,,,,└ [스트리머 숨기기] 버튼 클릭,"썸네일에 안내 사항이 노출되며, [실행취소] 버튼에 포커스",,PASS,O,,,test_04_home_sections.py :: test_스트리머_숨기기__버튼_클릭
,,,,,,,└ [실행취소] 버튼 클릭,썸네일 정상 노출,,PASS,O,,,test_04_home_sections.py :: test_실행취소__버튼_클릭
,,,,,더보기,-,인기 LIVE 리스트 맨 우측 이동,[인기 LIVE 더보기] 버튼 노출,,PASS,O,,,test_04_home_sections.py :: test_인기_LIVE_리스트_맨_우측_이동
,,,,,,,[인기 LIVE 더보기] 버튼 클릭,인기 LIVE 더보기 리스트 노출,,PASS,O,,,test_04_home_sections.py :: test_인기_LIVE_더보기__버튼_클릭
,,,,,,,임의 LIVE 썸네일 클릭,LIVE 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_04_home_sections.py :: test_임의_LIVE_썸네일_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,LIVE 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_04_home_sections.py :: test_리모컨_BACK_키_클릭
,,,,,,,임의 LIVE 썸네일 롱프레스,우측에 롱프레스 더보기 메뉴 노출,,PASS,O,,,test_04_home_sections.py :: test_임의_LIVE_썸네일_롱프레스
,,,,,,,,썸네일 / 타이틀 / 프로필 노출,,PASS,O,,,test_04_home_sections.py
,,,,,,,,[LIVE 참여] 버튼 및 [나중에 보기] 버튼 노출,,PASS,O,,,test_04_home_sections.py
,,,,,,,,[스트리머 숨기기] 버튼 노출,,PASS,O,,,test_04_home_sections.py
,,,,,,,└ [LIVE 참여] 버튼 클릭,LIVE 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_04_home_sections.py :: test_LIVE_참여__버튼_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,LIVE 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_04_home_sections.py :: test_리모컨_BACK_키_클릭
,,,,,,,└ [나중에 보기] 버튼 클릭,나중에 보기 추가 안내 토스트 메시지 노출,,PASS,O,,,test_04_home_sections.py :: test_나중에_보기__버튼_클릭
,,,,,,,└ [스트리머 숨기기] 버튼 클릭,"썸네일에 안내 사항이 노출되며, [실행취소] 버튼에 포커스",,PASS,O,,,test_04_home_sections.py :: test_스트리머_숨기기__버튼_클릭
,,,,,,,└ [실행취소] 버튼 클릭,썸네일 정상 노출,,PASS,O,,,test_04_home_sections.py :: test_실행취소__버튼_클릭
,,,홈,인기 유저 클립,섹션,-,인기 유저 클립 섹션 확인,인기 유저 클립 VOD 리스트 노출,,PASS,O,,,test_04_home_sections.py :: test_인기_유저_클립_섹션_확인
,,,,,,,임의 VOD 썸네일 클릭,VOD 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_04_home_sections.py :: test_임의_VOD_썸네일_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,VOD 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_04_home_sections.py :: test_리모컨_BACK_키_클릭
,,,,,,,임의 VOD 썸네일 롱프레스,우측에 롱프레스 더보기 메뉴 노출,,PASS,O,,,test_04_home_sections.py :: test_임의_VOD_썸네일_롱프레스
,,,,,,,,썸네일 / 타이틀 / 프로필 / 원저작자 노출,,PASS,O,,,test_04_home_sections.py
,,,,,,,,[재생] 버튼 및 [나중에 보기] 버튼 노출,,PASS,O,,,test_04_home_sections.py
,,,,,,,└ [재생] 버튼 클릭,VOD 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_04_home_sections.py :: test_재생__버튼_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,VOD 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_04_home_sections.py :: test_리모컨_BACK_키_클릭
,,,,,,,└ [나중에 보기] 버튼 클릭,나중에 보기 추가 안내 토스트 메시지 노출,,PASS,O,,,test_04_home_sections.py :: test_나중에_보기__버튼_클릭
,,,,,더보기,-,인기 유저 클립 리스트 맨 우측 이동,[인기 유저 클립 더보기] 버튼 노출,,PASS,O,,,test_04_home_sections.py :: test_인기_유저_클립_리스트_맨_우측_이동
,,,,,,,[인기 유저 클립 더보기] 버튼 클릭,인기 유저 클립 더보기 리스트 노출,,PASS,O,,,test_04_home_sections.py :: test_인기_유저_클립_더보기__버튼_클릭
,,,,,,,임의 VOD 썸네일 클릭,VOD 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_04_home_sections.py :: test_임의_VOD_썸네일_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,VOD 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_04_home_sections.py :: test_리모컨_BACK_키_클릭
,,,,,,,임의 VOD 썸네일 롱프레스,우측에 롱프레스 더보기 메뉴 노출,,PASS,O,,,test_04_home_sections.py :: test_임의_VOD_썸네일_롱프레스
,,,,,,,,썸네일 / 타이틀 / 프로필 / 원저작자 노출,,PASS,O,,,test_04_home_sections.py
,,,,,,,,[재생] 버튼 및 [나중에 보기] 버튼 노출,,PASS,O,,,test_04_home_sections.py
,,,,,,,└ [재생] 버튼 클릭,VOD 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_04_home_sections.py :: test_재생__버튼_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,VOD 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_04_home_sections.py :: test_리모컨_BACK_키_클릭
,,,홈,인기 업로드 VOD,섹션,-,인기 업로드 VOD 섹션 확인,인기 업로드 VOD 리스트 노출,,PASS,O,,,test_04_home_sections.py :: test_인기_업로드_VOD_섹션_확인
,,,,,,,임의 VOD 썸네일 클릭,VOD 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_04_home_sections.py :: test_임의_VOD_썸네일_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,VOD 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_04_home_sections.py :: test_리모컨_BACK_키_클릭
,,,,,,,임의 VOD 썸네일 롱프레스,우측에 롱프레스 더보기 메뉴 노출,,PASS,O,,,test_04_home_sections.py :: test_임의_VOD_썸네일_롱프레스
,,,,,,,,썸네일 / 타이틀 / 프로필 노출,,PASS,O,,,test_04_home_sections.py
,,,,,,,,[재생] 버튼 및 [나중에 보기] 버튼 노출,,PASS,O,,,test_04_home_sections.py
,,,,,,,└ [재생] 버튼 클릭,VOD 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_04_home_sections.py :: test_재생__버튼_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,VOD 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_04_home_sections.py :: test_리모컨_BACK_키_클릭
,,,,,,,└ [나중에 보기] 버튼 클릭,나중에 보기 추가 안내 토스트 메시지 노출,,PASS,O,,,test_04_home_sections.py :: test_나중에_보기__버튼_클릭
,,,,,더보기,-,인기 업로드 VOD 리스트 맨 우측 이동,[인기 업로드 VOD 더보기] 버튼 노출,,PASS,O,,,test_04_home_sections.py :: test_인기_업로드_VOD_리스트_맨_우측_이동
,,,,,,,[인기 업로드 VOD 더보기] 버튼 클릭,인기 업로드 VOD 더보기 리스트 노출,,PASS,O,,,test_04_home_sections.py :: test_인기_업로드_VOD_더보기__버튼_클릭
,,,,,,,임의 VOD 썸네일 롱프레스,우측에 롱프레스 더보기 메뉴 노출,,PASS,O,,,test_04_home_sections.py :: test_임의_VOD_썸네일_롱프레스
,,,,,,,,썸네일 / 타이틀 / 프로필 노출,,PASS,O,,,test_04_home_sections.py
,,,,,,,,[재생] 버튼 및 [나중에 보기] 버튼 노출,,PASS,O,,,test_04_home_sections.py
,,,,,,,└ [재생] 버튼 클릭,VOD 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_04_home_sections.py :: test_재생__버튼_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,VOD 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_04_home_sections.py :: test_리모컨_BACK_키_클릭
,,,,,,,└ [나중에 보기] 버튼 클릭,나중에 보기 추가 안내 토스트 메시지 노출,,PASS,O,,,test_04_home_sections.py :: test_나중에_보기__버튼_클릭
,,,홈,인기 다시보기,섹션,-,인기 다시보기 섹션 확인,인기 다시보기 VOD 리스트 노출,,PASS,O,,,test_04_home_sections.py :: test_인기_다시보기_섹션_확인
,,,,,,,임의 VOD 썸네일 클릭,VOD 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_04_home_sections.py :: test_임의_VOD_썸네일_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,VOD 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_04_home_sections.py :: test_리모컨_BACK_키_클릭
,,,,,,,임의 VOD 썸네일 롱프레스,우측에 롱프레스 더보기 메뉴 노출,,PASS,O,,,test_04_home_sections.py :: test_임의_VOD_썸네일_롱프레스
,,,,,,,,썸네일 / 타이틀 / 프로필 노출,,PASS,O,,,test_04_home_sections.py
,,,,,,,,[재생] 버튼 및 [나중에 보기] 버튼 노출,,PASS,O,,,test_04_home_sections.py
,,,,,,,└ [재생] 버튼 클릭,VOD 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_04_home_sections.py :: test_재생__버튼_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,VOD 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_04_home_sections.py :: test_리모컨_BACK_키_클릭
,,,,,,,└ [나중에 보기] 버튼 클릭,나중에 보기 추가 안내 토스트 메시지 노출,,PASS,O,,,test_04_home_sections.py :: test_나중에_보기__버튼_클릭
,,,,,더보기,-,인기 다시보기 리스트 맨 우측 이동,[인기 다시보기 더보기] 버튼 노출,,PASS,O,,,test_04_home_sections.py :: test_인기_다시보기_리스트_맨_우측_이동
,,,,,,,[인기 다시보기 더보기] 버튼 클릭,인기 다시보기 더보기 리스트 노출,,PASS,O,,,test_04_home_sections.py :: test_인기_다시보기_더보기__버튼_클릭
,,,,,,,임의 VOD 썸네일 클릭,VOD 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_04_home_sections.py :: test_임의_VOD_썸네일_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,VOD 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_04_home_sections.py :: test_리모컨_BACK_키_클릭
,,,,,,,임의 VOD 썸네일 롱프레스,우측에 롱프레스 더보기 메뉴 노출,,PASS,O,,,test_04_home_sections.py :: test_임의_VOD_썸네일_롱프레스
,,,,,,,,썸네일 / 타이틀 / 프로필 노출,,PASS,O,,,test_04_home_sections.py
,,,,,,,,[재생] 버튼 및 [나중에 보기] 버튼 노출,,PASS,O,,,test_04_home_sections.py
,,,,,,,└ [재생] 버튼 클릭,VOD 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_04_home_sections.py :: test_재생__버튼_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,VOD 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_04_home_sections.py :: test_리모컨_BACK_키_클릭
,,,,,,,└ [나중에 보기] 버튼 클릭,나중에 보기 추가 안내 토스트 메시지 노출,,PASS,O,,,test_04_home_sections.py :: test_나중에_보기__버튼_클릭
,,LIVE,LIVE,상단 카테고리,-,-,"메뉴 진입 시, 포커스 확인",[전체] 카테고리 포커스,,PASS,O,,,test_05_live_menu.py :: test_메뉴_진입_시__포커스_확인
,,,,,,,상단 카테고리 리스트 확인,최대 50개의 LIVE 카테고리 노출,,PASS,O,,,test_05_live_menu.py :: test_상단_카테고리_리스트_확인
,,,,,,,마지막 카테고리에서 리모컨 우측 클릭,맨 앞 [전체] 카테고리로 포커스 복귀,,PASS,O,,,test_05_live_menu.py :: test_마지막_카테고리에서_리모컨_우측_클릭
,,,,,더보기,-,임의 카테고리 클릭,해당 카테고리의 더보기 리스트 노출,,PASS,O,,,test_05_live_menu.py :: test_임의_카테고리_클릭
,,,,,,,임의 LIVE 썸네일 클릭,LIVE 플레이어 진입 및 로딩 후 정상 재생 확인,,PASS,O,,,test_05_live_menu.py :: test_임의_LIVE_썸네일_클릭
,,,,,,,└ 리모컨 BACK 키 클릭,LIVE 플레이어 닫히며 이전 화면 노출,,PASS,O,,,test_05_live_menu.py :: test_리모컨_BACK_키_클릭
,,,,,,,임의 LIVE 썸네일 롱프레스,우측에 롱프레스 더보기 메뉴 노출,,PASS,O,,,test_05_live_menu.py :: test_임의_LIVE_썸네일_롱프레스
